index	nameMatchValidation	taxonID	datasetName	scientificName	verbatimScientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
133		5	harmonia	Pseudorasbora parva	Pseudorasbora parva						Cyprinidae				Stone moroko, Topmouth gudgeon	Blauwband(-grondel)	Goujon asiatique	spread		a2	11	restricted		game/fish stocking		freshwater	Asia	yes	yes	yes					1989					no	published	
134		86	harmonia	Pseudotsuga menziesii	Pseudotsuga menziesii						Pinaceae				Douglas fir	Douglasspar	Douglas			b1	1	isolated				terrestrial	North America	yes		yes										no	pending	
135		23	harmonia	Psittacula krameri	Psittacula krameri						Psittacidae				Ring-necked parakeet	Halsbandparkiet	Perruche à collier	spread		b2	9	restricted		pets and domestic animals		terrestrial	Africa, Asia	yes	yes	yes					1966					no	published	
136		87	harmonia	Quercus rubra	Quercus rubra	Quercus borealis					Fagaceae				Red oak	Amerikaanse eik	Chêne rouge	spread		b3	10	widespread		agri- and horticulture, forestry		terrestrial	North America	yes	yes	yes					1950					no	published	
137		88	harmonia	Rana catesbeiana	Rana catesbeiana	Lithobates catesbeianus					Ranidae				American bullfrog	Stierkikker	Grenouille taureau	spread		a1	12	isolated		aquariums and ponds		freshwater	North America	yes	yes	yes					1996					yes	published	
138		90	harmonia	Rattus norvegicus	Rattus norvegicus						Muridae				Brown rat	Bruine rat	Rat surmulot	stabilization		a3	11	widespread		accidental		freshwater	Asia	yes	yes	yes					1730					no	published	
139		91	harmonia	Rhododendron ponticum	Rhododendron ponticum						Ericaceae				Rhododendron	Pontische rododendron	Rhododendron	spread		a2	11	restricted		agri- and horticulture		terrestrial	Asia, Europe	yes	yes	yes					1920					no	published	
140		113	harmonia	Rhus typhina	Rhus typhina	Rhus hirta					Anacardiaceae				Staghorn sumac	Fluweelboom	Sumac	naturalization		b1	10	isolated		agri- and horticulture		terrestrial	North America	yes	yes	yes					1898					no	published	
141		15	harmonia	Robinia pseudoacacia	Robinia pseudoacacia						Fabaceae				Black locust	Gewone robinia	Robinier faux-acacia			b3	10	widespread		agri- and horticulture		terrestrial	North America	yes	yes	yes					1856					no	published	
142		92	harmonia	Rosa rugosa	Rosa rugosa						Rosaceae				Rugosa rose	Rimpelroos	Rosier rugueux	spread		a3	12	widespread		agri- and horticulture		terrestrial	Asia	yes	yes						1934					no	published	
143		93	harmonia	Rudbeckia laciniata	Rudbeckia laciniata						Asteraceae				Cutleaf coneflower	Slipbladige rudbeckia	Rudbéckie laciniée	stabilization		b1	10	isolated		agri- and horticulture		terrestrial	North America	yes	yes	yes					1849					no	published	
144		94	harmonia	Salvelinus fontinalis	Salvelinus fontinalis						Salmonidae				Brook trout	Bronforel	Omble de fontaine, saumon de fontaine			b1	1	isolated				freshwater	North America	no	no	no					1884					no	pending	
145		6	harmonia	Sander lucioperca	Sander lucioperca	Stizostedion lucioperca					Percidae				Zander, Pike-perch	Snoekbaars	Sandre	spread		b3	9	widespread		game/fish stocking		freshwater	Europe	yes	yes	yes					1890					no	published	
146		30	harmonia	Sciurus carolinensis	Sciurus carolinensis						Sciuridae				Grey squirrel	Grijze eekhoorn	Ecureuil gris			a0	11			pets and domestic animals		terrestrial	North America	no												yes	published	
147		149	harmonia	Sciurus niger	Sciurus niger										Fox squirrel	Zwarte eekhoorn	Ecureuil fauve			c	5							no												yes	pending	
148		16	harmonia	Senecio inaequidens	Senecio inaequidens						Asteraceae				South african ragwort	Bezemkruiskruid	Sénecon sud-africain	spread		b3	10	widespread		accidental		terrestrial	Africa	yes	yes	yes					1892					no	published	
149		95	harmonia	Silurus glanis	Silurus glanis						Siluridae				Wels catfish	Meerval	Silure glane	spread		b2	1	restricted				freshwater	Europe	yes	yes	yes					1982					no	pending	
150		146	harmonia	Solidago canadensis	Solidago canadensis	Solidago altissima					Asteraceae				Canada goldenrod	Canadese guldenroede	Solidage du canada	spread		a3	11	widespread		agri- and horticulture		terrestrial	North America	yes	yes	yes					1863					no	published	
151		17	harmonia	Solidago gigantea	Solidago gigantea						Asteraceae				Giant goldenrod	Late guldenroede	Solidage glabre	spread		a3	11	widespread		agri- and horticulture		terrestrial	North America	yes	yes	yes					1869					no	published	
152		97	harmonia	Spartina townsendii	Spartina townsendii						Poaceae				Townsend's cord-grass	Engels slijkgras	Spartine de townsend	naturalization		a1	1	isolated				freshwater, marine	North America	yes	yes	no					1924					no	pending	
153		141	harmonia	Spiraea alba	Spiraea alba						Rosaceae				Meadowsweet	Witte spirea	Spirée blanche	spread		a2	11	restricted		agri- and horticulture		terrestrial	North America	yes	yes	yes					1803					no	published	
154		139	harmonia	Spiraea douglasii	Spiraea douglasii						Rosaceae				Douglas' spirea	Douglasspirea	Spirée de douglas	spread		a2	11	restricted		agri- and horticulture		terrestrial	North America	yes	yes	yes					1885					no	published	
155		98	harmonia	Spiraea spp.	Spiraea spp.	S. douglasii, S. alba, S. x billardii					Rosaceae				Meadowsweet	Pluimspirea	Spirée	spread		a2	11	restricted		agri- and horticulture		terrestrial	North America	yes	yes	yes					1803					no	draft	
156		140	harmonia	Spiraea tomentosa	Spiraea tomentosa						Rosaceae				Steeplebush	Viltige pluimspirea	Spirée tomenteuse	spread		b1	9	isolated		agri- and horticulture		terrestrial	North America	yes	yes	yes					1870					no	published	
157		142	harmonia	Spiraea x billardii	Spiraea x billardii						Rosaceae				Billard's bridewort	Billardspirea	Spirée de billard	spread		b2	9	restricted		agri- and horticulture		terrestrial	North America	yes	yes	yes					1895					no	published	
158		100	harmonia	Tadorna ferruginea	Tadorna ferruginea						Anatidae				Ruddy shelduck	Casarca	Tadorne casarca	naturalization		c	1	isolated				freshwater	Asia	yes	yes	no					1981					no	pending	
159		31	harmonia	Tamias sibiricus	Tamias sibiricus						Sciuridae				Siberian chipmunk	Aziatische grondeekhoorn	Ecureuil de corée	spread		b1	9	isolated		pets and domestic animals		terrestrial	Asia	yes	yes	yes					1969					no	published	
160		24	harmonia	Threskiornis aethiopica	Threskiornis aethiopica	Tantalus aethiopicus					Threskiornithidae				Sacred ibis	Heilige ibis	Ibis sacré			a0	11			pets and domestic animals		freshwater	Africa	no												yes	published	
161		101	harmonia	Trachemys scripta	Trachemys scripta						Emydidae				Red-eared slider	Roodwangschildpad	Tortue de californie	stabilization		b2	1	restricted				freshwater	North America	no	no	no					1979					no	pending	
162		7	harmonia	Umbra pygmaea	Umbra pygmaea						Umbridae				Eastern mudminnow	Amerikaanse hondsvis	Umbre pygmée, Poisson chien	stabilization		c	8	restricted		game/fish stocking		freshwater	North America	yes	yes	yes					1920					no	published	
163			macroinvertebrates	Laonome calida	Laonome calida		Animalia	ANNELIDA		Sabellida	Sabellidae													shipping		Freshwater/Brackish	Australia									2014		This study				
164			macroinvertebrates	Ficopomatus enigmaticus	Ficopomatus enigmaticus		Animalia	ANNELIDA			Serpulidae													shipping		Freshwater/Brackish	Asia									1950		Leloup and Lefevre 1952				
165			macroinvertebrates	Marenzelleria viridis	Marenzelleria viridis		Animalia	ANNELIDA		Spionida	Spionidae													shipping		Brackish	North-America									1995		Ysebaert et al. 1997				
166			macroinvertebrates	Marenzelleria neglecta	Marenzelleria neglecta		Animalia	ANNELIDA																shipping		Brackish	North-America									2008		Soors et al. 2013				
167			macroinvertebrates	Hypania invalida	Hypania invalida		Animalia	ANNELIDA		Terebellida	Ampharetidae													shipping		Freshwater	Ponto-Caspian									2000		Vercauteren et al. 2005				
168			macroinvertebrates	Branchiodrilus hortensis	Branchiodrilus hortensis		Animalia	ANNELIDA		Tubficida	Naididae													shipping, corridors		Freshwater	Asia, Africa and Australia									2010		Soors et al. 2013				
169			macroinvertebrates	Bratislavia dadayi	Bratislavia dadayi		Animalia	ANNELIDA																shipping, corridors		Freshwater	Southern hemisphere, China and USA									2002		Soors et al. 2013				
170			macroinvertebrates	Branchiura sowerbyi	Branchiura sowerbyi		Animalia	ANNELIDA			Tubificidae													shipping		Freshwater/Brackish	East-Asia									1931		Damas 1938				
171			macroinvertebrates	Limnodrilus cervix	Limnodrilus cervix		Animalia	ANNELIDA																shipping		Freshwater	North-America									2009		Soors et al. 2013				
172			macroinvertebrates	Monopylephorus limosus	Monopylephorus limosus		Animalia	ANNELIDA																shipping		Freshwater	Asia									2002		Soors et al. 2013				
173			macroinvertebrates	Potamothrix vejdovskyi	Potamothrix vejdovskyi		Animalia	ANNELIDA																shipping		Freshwater	Ponto-Caspian									2009		Soors et al. 2013				
174			macroinvertebrates	Psammoryctides moravicus	Psammoryctides moravicus		Animalia	ANNELIDA																shipping		Freshwater	Ponto-Caspian									2008		Soors et al. 2013				
175			macroinvertebrates	Quistadrilus multisetosus	Quistadrilus multisetosus		Animalia	ANNELIDA																shipping		Freshwater	North-America									1996		Seys et al. 1999				
176			macroinvertebrates	Tasserkidrilus americanus	Tasserkidrilus americanus		Animalia	ANNELIDA																shipping		Freshwater	North-America									2006		Soors et al. 2013				
177			macroinvertebrates	Caprella mutica	Caprella mutica		Animalia	CRUSTACEA		Amphipoda	Caprellidae													shipping, aquaculture		Marine	Northeast-Asia									1998		Cook et al. 2007				
178			macroinvertebrates	Chelicorophium curvispinum	Chelicorophium curvispinum		Animalia	CRUSTACEA			Corophidae													corridors		Freshwater/Brackish	Ponto-Caspian									1990		Vercauteren et al. 2006				
179			macroinvertebrates	Monocorophium sextonae 	Monocorophium sextonae 		Animalia	CRUSTACEA																shipping		Brackish/Marine	New Zealand									1993		Dewicke 2002				
180			macroinvertebrates	Crangonyx pseudogracilis	Crangonyx pseudogracilis		Animalia	CRUSTACEA			Crangonictidae													shipping		Freshwater	North-America									1992		Wouters 2002				
181			macroinvertebrates	Synurella ambulans	Synurella ambulans		Animalia	CRUSTACEA																aquaculture		Freshwater	Ponto-Caspian									2003		Boets et al. 2010b				
182			macroinvertebrates	Dikerogammarus villosus	Dikerogammarus villosus		Animalia	CRUSTACEA			Gammaridae													corridors		Freshwater/Brackish	Ponto-Caspian									1997		Messiaen et al. 2010				
183			macroinvertebrates	Echinogammarus berilloni	Echinogammarus berilloni		Animalia	CRUSTACEA																corridors		Freshwater	South-Europe									1925		Wouters 2002				
184			macroinvertebrates	Echinogammarus trichiatus	Echinogammarus trichiatus		Animalia	CRUSTACEA																corridors		Freshwater	Ponto-Caspian									2009		Boets et al. 2012c 				
185			macroinvertebrates	Gammarus roeseli	Gammarus roeseli		Animalia	CRUSTACEA																corridors		Freshwater	South-Europe									1937		Collection RBINS				
186			macroinvertebrates	Gammarus tigrinus	Gammarus tigrinus		Animalia	CRUSTACEA																corridors		Freshwater/Brackish	North-America									1991		Messiaen et al. 2010				
187			macroinvertebrates	Melita nitida	Melita nitida		Animalia	CRUSTACEA			Melitidae													shipping		Marine	North-America									1996		Faasse and Van Moorsel, 2003				
188			macroinvertebrates	Incisocalliope aestuarius	Incisocalliope aestuarius		Animalia	CRUSTACEA			Pleustidae													shipping		Brackish/Marine	North-America									1996		Faasse and Van Moorsel 2003				
189			macroinvertebrates	Orchestia cavimana	Orchestia cavimana		Animalia	CRUSTACEA			Talitridae													shipping, corridors		Freshwater/Brackish	Ponto-Caspian									1927		Wouters 2002				
190			macroinvertebrates	Sinelobus vanhaareni	Sinelobus vanhaareni		Animalia	CRUSTACEA			Tanaidae													shipping, aquaculture		Brackish	unknown									2007		Van  Haaren and Soors 2009				
191			macroinvertebrates	Astacus leptodactylus	Astacus leptodactylus		Animalia	CRUSTACEA		Decapoda	Astacidae													aquaculture		Freshwater	East-Europe									1986		Gerard 1986				
192			macroinvertebrates	Pacifastacus leniusculus	Pacifastacus leniusculus		Animalia	CRUSTACEA																aquaculture		Freshwater	North-America									1986		Gerard 1986				
193			macroinvertebrates	Athyaephyra desmaresti	Athyaephyra desmaresti		Animalia	CRUSTACEA			Atyidae													aquarium trade		Freshwater	South-Europe									1895		Wouters 2002				
194			macroinvertebrates	Procambarus clarkii	Procambarus clarkii		Animalia	CRUSTACEA			Cambaridae													aquaculture, aquarium trade		Freshwater	North-America									2008		Boets et al. 2009				
195			macroinvertebrates	Orconectes limosus	Orconectes limosus		Animalia	CRUSTACEA																aquaculture, aquarium trade		Freshwater	North-America									1977		Wouters 2002				
196			macroinvertebrates	Rhithropanopeus harrisii 	Rhithropanopeus harrisii 		Animalia	CRUSTACEA			Panopeidae													shipping		Freshwater/Brackish	North-America									1991		Van Damme et al. 1992				
197			macroinvertebrates	Palaemon macrodactylus	Palaemon macrodactylus		Animalia	CRUSTACEA			Palaemonidae													shipping		Freshwater/Brackish	Southeast-Asia									1999		Boets et al. 2011b				
198			macroinvertebrates	Callinectes sapidus	Callinectes sapidus		Animalia	CRUSTACEA			Portunidae													shipping		Brackish/Marine	North-America									1993		Van Damme and Maes 1993				
199			macroinvertebrates	Eriocheir sinensis	Eriocheir sinensis		Animalia	CRUSTACEA			Varunidae													shipping		Freshwater/Brackish	Southeast-Asia									1933		Wouters 2002				
200			macroinvertebrates	Hemigrapsus takanoi	Hemigrapsus takanoi		Animalia	CRUSTACEA																shipping, aquaculture		Marine	North-America									2003		Dumoulin 2004				
201			macroinvertebrates	Hemigrapsus sanguineus 	Hemigrapsus sanguineus 		Animalia	CRUSTACEA																shipping, aquaculture		Marine	North-America									2006		Nuyttens et al. 2006				
202			macroinvertebrates	Proasellus coxalis	Proasellus coxalis		Animalia	CRUSTACEA		Isopoda	Asellidae													shipping, corridors, other		Freshwater/Brackish	South-Europe									1998		Boets et al. unpub data				
203			macroinvertebrates	Proasellus meridianus	Proasellus meridianus		Animalia	CRUSTACEA																shipping, corridors, other		Freshwater/Brackish	South-Europe									1945		Collection RBINS				
204			macroinvertebrates	Synidotea laticauda	Synidotea laticauda		Animalia	CRUSTACEA			Idoteidae													shipping		Brackish	North-America									2005		Soors et al. 2010				
205			macroinvertebrates	Jaera istri	Jaera istri		Animalia	CRUSTACEA			Janiridae													shipping, corridors		Freshwater	Ponto-Caspian									2000		Messiaen et al. 2010				
206			macroinvertebrates	Hemimysis anomala	Hemimysis anomala		Animalia	CRUSTACEA		Mysida	Mysidae													shipping, others		Freshwater/Brackish	Ponto-Caspian									1999		Verslycke et al. 2000				
207			macroinvertebrates	Limnomysis benedeni	Limnomysis benedeni		Animalia	CRUSTACEA																shipping, corridors		Freshwater	Ponto-Caspian									2005		Lock et al. 2007				
208			macroinvertebrates	Elminius modestus	Elminius modestus		Animalia	CRUSTACEA		Sessilia	Austrobalanidae 													shipping		Marine	Australia-Asia									1950		Leloup and Lefevre 1952				
209			macroinvertebrates	Amphibalanus amphitrite	Amphibalanus amphitrite		Animalia	CRUSTACEA			Balanidae													shipping		Marine	South-Europe									1952		Kerckhof and Catrijsse 2001				
210			macroinvertebrates	Amphibalanus improvisus	Amphibalanus improvisus		Animalia	CRUSTACEA																shipping		Marine	West-Atlantic									before 1700		Kerckhof and Catrijsse 2001				
211			macroinvertebrates	Megabalanus tintinnabulum	Megabalanus tintinnabulum		Animalia	CRUSTACEA																shipping		Marine	West-Africa, Indio-Pacific									1998		Kerckhof and Catrijsse 2001				
212			macroinvertebrates	Megabalanus coccopoma	Megabalanus coccopoma		Animalia	CRUSTACEA																shipping		Marine	South-America									1997		Kerckhof and Catrijsse 2001				
